0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.4948083210350502,3.0,1.0,-0.22408312108167944
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.571830994003175,1.0,5.0,-0.016444159470040135
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,-0.5029485386158568
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.7370405721877009,3.0,2.0,4.647001076532463
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,-0.48977642625839407
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.4894421904510968
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7096069483390568,0.0,0.0,-0.09027201697708476
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.301728820789
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,-0.49237782784290063
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.500694354705519,0.0,0.0,-0.43700743807979686
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.11704877767623337,1.0,0.0,1.0060617003323709
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8473829026749384,1.0,0.0,0.39858208016340624
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,-0.5028639729296732
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.5992646178518193,0.0,0.0,-0.4863374216869257
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8059285493556418,2.0,0.0,-0.2859972841804228
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0814804580274051,1.0,0.0,-0.42207354059350805
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7096069483390568,1.0,0.0,-0.4576454924460446
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1859367548441742,1.0,0.0,-0.22559322262067316
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,-0.4894421904510968
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.8392482068747544,1.0,2.0,0.18876253192945994
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.7370405721877009,0.0,0.0,-0.48977642625839407
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.4863374216869257
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,-0.3363340021468808
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,-0.49237782784290063
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,2.0,0.0,-0.21191774308354583
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8059285493556418,1.0,0.0,-0.29002422161773944
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.5636962982029912,4.0,1.0,0.1506737441786005
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.5992646178518193,0.0,0.0,-0.4913710934835715
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3295987428505243,1.0,0.0,0.8964967865378598
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04816080050829252,1.0,0.0,-0.12491978668775715
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.431806377537578,0.0,1.0,0.5995101505357573
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.06635974158478332
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5992646178518193,0.0,0.0,-0.43700743807979686
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.08260478909226295,0.0,0.0,-0.5028639729296732
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.7014722525388728,1.0,2.0,-0.08968408411123653
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.2881443895312277,5.0,2.0,0.2958951755118318
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.5303766406838785,0.0,0.0,-0.5028639729296732
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.571830994003175,0.0,0.0,0.962353321387736
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.054046834178761,1.0,0.0,1.0323213593611125
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.7703602297068137,3.0,2.0,-0.08666388103324908
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,-0.09027201697708476
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,-0.3414522396297103
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04816080050829252,0.0,0.0,-0.43700743807979686
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.7370405721877009,0.0,0.0,-0.4841568350646187
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8748165265235827,4.0,2.0,-0.4888542575852486
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.25482473201211503,2.0,0.0,-0.47400492578514347
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.15850313099553,0.0,0.0,-0.43700743807979686
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9437045036915235,5.0,2.0,0.2958951755118318
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.5992646178518193,0.0,0.0,0.8314778546749452
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.25482473201211503,1.0,0.0,-0.3573908580066095
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.15850313099553,0.0,0.0,0.48910360681684706
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.3237127091800559,0.0,0.0,-0.494391296561559
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.4894421904510968
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.4863374216869257
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.9887351173291863,0.0,2.0,-0.06451572512800753
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.020727176659648322,0.0,0.0,-0.397241430886295
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.5303766406838785,0.0,0.0,-0.46720946885967163
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.04816080050829252,0.0,0.0,-0.45714212526638004
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,-0.49162277707340374
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.11704877767623337,0.0,0.0,0.29992211294914856
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8748165265235827,0.0,0.0,-0.43700743807979686
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.22739110816347086,3.0,0.0,-0.32928686163157667
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.9437045036915235,1.0,3.0,0.04370821849987721
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.4863374216869257
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4614886635159376,3.0,2.0,4.647001076532463
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.3926006863479967,0.0,0.0,-0.4863374216869257
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.04816080050829252,0.0,0.0,-0.4863374216869257
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.6681525950197601,0.0,0.0,-0.4902797934380587
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.122934811346702,1.0,0.0,0.5833178351003071
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.25482473201211503,1.0,2.0,-0.23415046467497105
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.018478514529933,0.0,0.0,-0.5024451714361923
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.4863374216869257
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.845134240545223,0.0,0.0,0.0493298231623713
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.4614886635159376,0.0,1.0,0.6272778976347743
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2962790853314117,0.0,1.0,-0.18532384824750675
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2962790853314117,1.0,0.0,-0.12491978668775715
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.11704877767623337,0.0,0.0,-0.4894421904510968
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.4894421904510968
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.5992646178518193,0.0,1.0,0.907737982394129
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.22739110816347086,0.0,0.0,-0.4741720436887921
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5029430168352342,2.0,0.0,-0.4888542575852486
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.11704877767623337,0.0,0.0,-0.4894421904510968
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5992646178518193,0.0,0.0,-0.494391296561559
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.4918744606632361
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.571830994003175,0.0,0.0,-0.4894421904510968
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,-0.1621689579829361
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.1918227885146426,0.0,0.0,0.39858208016340624
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0470364694434349,1.0,0.0,-0.3573908580066095
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.5303766406838785,0.0,0.0,-0.4863374216869257
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6681525950197601,1.0,0.0,-0.4505983519307405
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.8748165265235827,0.0,0.0,-0.3573083057891445
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.5992646178518193,0.0,0.0,-0.4888542575852486
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.8106902519612524,0.0,0.0,-0.49237782784290063
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.04816080050829252,1.0,0.0,-0.22559322262067316
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3926006863479967,0.0,1.0,4.335332226633905
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.9081361840426954,4.0,2.0,-0.01870931177853076
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.5992646178518193,2.0,0.0,0.8314778546749452
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.4863374216869257
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.19294711957950042,1.0,0.0,-0.04295550208861426
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19294711957950042,0.0,0.0,-0.3866707201133388
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.6740386286902287,0.0,1.0,0.907737982394129
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.219256412363287,1.0,0.0,-0.42207354059350805
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,-0.49237782784290063
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.3926006863479967,0.0,0.0,-0.5046257580584992
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,-0.19824427701513722
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.054046834178761,0.0,0.0,-0.5079822104125026
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.22739110816347086,0.0,0.0,-0.4894421904510968
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.6681525950197601,0.0,0.0,-0.5064721088735089
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1918227885146426,1.0,0.0,-0.35646868933346404
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04816080050829252,1.0,0.0,-0.12491978668775715
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.3237127091800559,0.0,0.0,-0.3866707201133388
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.4614886635159376,0.0,0.0,-0.3454791770670269
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7370405721877009,0.0,2.0,-0.11921562980779811
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5029430168352342,1.0,0.0,0.4207302360686478
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.9437045036915235,0.0,0.0,-0.4628462821463391
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3926006863479967,0.0,0.0,0.9462455716384695
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,-0.3414522396297103
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5303766406838785,0.0,0.0,-0.49237782784290063
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3926006863479967,1.0,0.0,-0.32928686163157667
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.7370405721877009,0.0,0.0,-0.5125125150294839
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.8059285493556418,0.0,0.0,-0.41687275089321363
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.7370405721877009,1.0,1.0,0.09152810056801232
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.1859367548441742,0.0,0.0,-0.49145565916975514
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.4259203438671093,2.0,2.0,0.04370821849987721
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4684990282512638,0.0,2.0,-0.12491978668775715
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8473829026749384,0.0,0.0,-0.3866707201133388
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.4673746971864061,0.0,0.0,-0.39623469652696586
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5303766406838785,1.0,0.0,0.6925485130875209
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.7773705944421399,0.0,0.0,-0.4863374216869257
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.7440509369230272,0.0,2.0,-0.35646868933346404
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.5011867534870308
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4673746971864061,0.0,1.0,0.5874293382238074
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.9437045036915235,0.0,0.0,-0.49271407711891657
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.020727176659648322,0.0,0.0,-0.4863374216869257
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.47400492578514347
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,8.0,2.0,0.7519458402879414
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9851588570108202,0.0,1.0,-0.32425318983493084
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7096069483390568,0.0,0.0,-0.331300330350235
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.25482473201211503,0.0,0.0,-0.4918744606632361
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.8748165265235827,0.0,0.0,-0.47400492578514347
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.977024161210636,4.0,1.0,0.1506737441786005
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.4259203438671093,0.0,2.0,-0.2351571990343002
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.4589861417231558
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.054046834178761,1.0,4.0,-0.08666388103324908
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.12642988822675086
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.11704877767623337,0.0,0.0,0.48910360681684706
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.1562544688658143,0.0,0.0,0.026090367211616904
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.7703602297068137,4.0,1.0,-0.06199888922968463
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.977024161210636,1.0,1.0,-0.4242561406845337
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.5992646178518193,0.0,0.0,-0.4888542575852486
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.8118145830261103,0.0,0.0,-0.030371322596999754
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.8059285493556418,1.0,1.0,-0.4902797934380587
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,3.0,1.0,-0.13565761536436197
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3984867200184652,0.0,0.0,-0.07030444769415023
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.020727176659648322,0.0,0.0,-0.3866707201133388
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.43405503966729336,0.0,0.0,-0.6484216535389205
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,8.0,2.0,0.7519458402879414
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,-0.34539461138084326
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.4259203438671093,4.0,2.0,-0.016444159470040135
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.977024161210636,2.0,1.0,0.13683114673782454
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.7703602297068137,0.0,2.0,-0.20495516825442542
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.3583127057902398
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,-0.3363340021468808
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.054046834178761,0.0,0.0,-0.11384570873513637
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7096069483390568,1.0,1.0,-0.3363340021468808
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.43405503966729336,0.0,0.0,-0.4894421904510968
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15850313099553,0.0,0.0,-0.3866707201133388
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.7370405721877009,0.0,0.0,-0.3866707201133388
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7370405721877009,1.0,0.0,-0.4902797934380587
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.8392482068747544,1.0,1.0,-0.12491978668775715
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9851588570108202,0.0,0.0,-0.09027201697708476
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.949590537361992,0.0,0.0,2.301728820789
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,-0.49237782784290063
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8473829026749384,0.0,1.0,-0.47920571548543794
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,-0.49237782784290063
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3926006863479967,0.0,0.0,-0.3866707201133388
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.11704877767623337,0.0,0.0,-0.45714212526638004
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,8.0,2.0,0.7519458402879414
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2962790853314117,0.0,0.0,-0.5176307525123133
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0884908227627315,0.0,0.0,-0.5029485386158568
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.8059285493556418,0.0,0.0,-0.4863374216869257
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.9081361840426954,0.0,1.0,-0.43776248884929375
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.15850313099553,1.0,0.0,-0.32928686163157667
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.25482473201211503,0.0,0.0,-0.2701412180209885
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.9437045036915235,0.0,0.0,-0.49237782784290063
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7096069483390568,0.0,0.0,-0.024246350754841113
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.3926006863479967,0.0,0.0,-0.5064721088735089
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36516706249935255,0.0,0.0,-0.22559322262067316
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.5303766406838785,0.0,0.0,-0.5024451714361923
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.020727176659648322,0.0,0.0,-0.3866707201133388
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,-0.49237782784290063
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08961515382758917,1.0,0.0,1.6323350375212924
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.1859367548441742,0.0,0.0,-0.4888542575852486
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8473829026749384,1.0,0.0,-0.10478509950117394
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15850313099553,0.0,0.0,0.8876878608937296
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.020727176659648322,0.0,0.0,-0.43700743807979686
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.9437045036915235,0.0,0.0,-0.4863374216869257
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.1859367548441742,0.0,0.0,-0.3866707201133388
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.4673746971864061,0.0,0.0,-0.4863374216869257
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,-0.4894421904510968
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.571830994003175,1.0,0.0,1.163700193253568
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.5303766406838785,0.0,0.0,-0.4601623283443675
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.7370405721877009,0.0,0.0,-0.43700743807979686
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.6337086064357897,0.0,0.0,-0.5024451714361923
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.8059285493556418,0.0,0.0,-0.3866707201133388
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,-0.13565761536436197
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36516706249935255,1.0,0.0,1.0323213593611125
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.04816080050829252,0.0,0.0,-0.4918744606632361
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.018478514529933,0.0,0.0,-0.3766033765200472
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.7014722525388728,4.0,2.0,-0.016444159470040135
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.3926006863479967,0.0,0.0,-0.43700743807979686
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,-0.49640476528021726
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9851588570108202,1.0,0.0,-0.12491978668775715
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4948083210350502,0.0,2.0,-0.11988611489111134
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.7370405721877009,0.0,0.0,-0.43700743807979686
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.22739110816347086,0.0,0.0,-0.4012683683236117
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-0.3573908580066095
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,-0.3363340021468808
